date,city_id,city_label,crime_type,global_trend_centered,city_trend_centered
2022-11-01,AR0040100,"Bentonville, AR",assault,0.11188487496320221,0.2249077958993002
2022-12-01,AR0040100,"Bentonville, AR",assault,0.11216009901486679,0.21628265290326354
2023-01-01,AR0040100,"Bentonville, AR",assault,0.11215967674239558,0.20762258754110974
2023-02-01,AR0040100,"Bentonville, AR",assault,0.11188276528956465,0.1991981009777959
2023-03-01,AR0040100,"Bentonville, AR",assault,0.11140593463221293,0.19177359342301692
2023-04-01,AR0040100,"Bentonville, AR",assault,0.11063910924044862,0.1837384152037167
2023-05-01,AR0040100,"Bentonville, AR",assault,0.10966995833498316,0.17612787391274765
2023-06-01,AR0040100,"Bentonville, AR",assault,0.10844666263719027,0.16841379687108216
2023-07-01,AR0040100,"Bentonville, AR",assault,0.107060388080642,0.16107395310989148
2023-08-01,AR0040100,"Bentonville, AR",assault,0.10543150714330807,0.15359821645213678
2023-09-01,AR0040100,"Bentonville, AR",assault,0.10361600981705799,0.1462118871510416
2023-10-01,AR0040100,"Bentonville, AR",assault,0.10169377143802194,0.13912882206246024
2023-11-01,AR0040100,"Bentonville, AR",assault,0.09954943356267165,0.1318560135875284
2023-12-01,AR0040100,"Bentonville, AR",assault,0.09733358420055005,0.1248427618176251
2024-01-01,AR0040100,"Bentonville, AR",assault,0.09491129084258887,0.11760071337513445
2024-02-01,AR0040100,"Bentonville, AR",assault,0.0923672421197228,0.11034258063527425
2024-03-01,AR0040100,"Bentonville, AR",assault,0.08988874107653899,0.10351921928413788
2024-04-01,AR0040100,"Bentonville, AR",assault,0.08714636984592516,0.09616923622479234
2024-05-01,AR0040100,"Bentonville, AR",assault,0.08441313122492389,0.08898151375199959
2024-06-01,AR0040100,"Bentonville, AR",assault,0.08151960008720849,0.08145606710794695
2024-07-01,AR0040100,"Bentonville, AR",assault,0.07866469949150812,0.07405849562073108
2024-08-01,AR0040100,"Bentonville, AR",assault,0.0756690476648636,0.06627948030189401
2024-09-01,AR0040100,"Bentonville, AR",assault,0.07263086210310021,0.0583654539774372
2024-10-01,AR0040100,"Bentonville, AR",assault,0.06965213134791526,0.05058434928749911
2024-11-01,AR0040100,"Bentonville, AR",assault,0.06653628483749685,0.042423810806358375
2024-12-01,AR0040100,"Bentonville, AR",assault,0.06348627037044707,0.03441643664827865
2025-01-01,AR0040100,"Bentonville, AR",assault,0.06030076513749982,0.026034786756328643
2025-02-01,AR0040100,"Bentonville, AR",assault,0.05708292626578704,0.017550503106186
2025-03-01,AR0040100,"Bentonville, AR",assault,0.054150418762498376,0.00980451991347131
2025-04-01,AR0040100,"Bentonville, AR",assault,0.05087675140642922,0.0011430249322650354
2025-05-01,AR0040100,"Bentonville, AR",assault,0.04768359198678418,-0.007318721359986569
2025-06-01,AR0040100,"Bentonville, AR",assault,0.04436007469745462,-0.01613845049582352
2025-07-01,AR0040100,"Bentonville, AR",assault,0.04112254545181315,-0.024741035931645783
2025-08-01,AR0040100,"Bentonville, AR",assault,0.03775718045535292,-0.03369359847623521
2025-09-01,AR0040100,"Bentonville, AR",assault,0.03437361528696847,-0.0427039321878091
2025-10-01,AR0040100,"Bentonville, AR",assault,0.031083814996053505,-0.051472436896126794
2025-11-01,AR0040100,"Bentonville, AR",assault,0.027670471051749246,-0.06057729469480577
2025-12-01,AR0040100,"Bentonville, AR",assault,0.02435572463549107,-0.06942498364264083
2026-01-01,AR0040100,"Bentonville, AR",assault,0.020920604141393184,-0.07859896478255202
2026-02-01,AR0040100,"Bentonville, AR",assault,0.017477483571726182,-0.08779833984201524
2026-03-01,AR0040100,"Bentonville, AR",assault,0.014362411041771495,-0.0961238227606156
2026-04-01,AR0040100,"Bentonville, AR",assault,0.010909774253178739,-0.1053534042969666
2026-05-01,AR0040100,"Bentonville, AR",assault,0.007566587401772296,-0.11429136915729998
2017-01-01,AR0160100,"Jonesboro, AR",assault,-0.08103760518039138,-0.32770959237901565
2017-02-01,AR0160100,"Jonesboro, AR",assault,-0.08704632485041763,-0.32536300942227925
2017-03-01,AR0160100,"Jonesboro, AR",assault,-0.09244413649403604,-0.3231861572851358
2017-04-01,AR0160100,"Jonesboro, AR",assault,-0.09835514297029135,-0.3206490643145301
2017-05-01,AR0160100,"Jonesboro, AR",assault,-0.10397806729871384,-0.31800390485645735
2017-06-01,AR0160100,"Jonesboro, AR",assault,-0.10965334759564804,-0.3150072199314913
2017-07-01,AR0160100,"Jonesboro, AR",assault,-0.11498188577385626,-0.3117881000142866
